touchpoint_id, user_id, timestamp_iso      , channel       , campaign          , conversion, is_conversion, touchpoint_rank, touchpoint_rank_reverse, is_first_touch, is_last_touch, n_touchpoints, linear_weight      , converted_any_yes, last_touch_yes, n_conversion_events, first_conversion_rank, any_yes_before_last, multiple_yes_events
         1350,   65708, 2025-02-11 09:46:00, Search Ads    , Brand Awareness   , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         9844,   65708, 2025-02-11 18:46:00, Email         , Retargeting       , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 0,              0,                   0,                      ,                   0,                   0
         1399,   65726, 2025-02-10 09:17:00, Search Ads    , New Product Launch, No        ,             0,               1,                       5,              1,             0,             5, 0.2                ,                 0,              0,                   0,                      ,                   0,                   0
         8320,   65726, 2025-02-11 04:12:00, Direct Traffic, -                 , No        ,             0,               2,                       4,              0,             0,             5, 0.2                ,                 0,              0,                   0,                      ,                   0,                   0
         4312,   65726, 2025-02-11 12:05:00, Display Ads   , New Product Launch, No        ,             0,               3,                       3,              0,             0,             5, 0.2                ,                 0,              0,                   0,                      ,                   0,                   0
         6176,   65726, 2025-02-11 13:29:00, Display Ads   , Winter Sale       , No        ,             0,               4,                       2,              0,             0,             5, 0.2                ,                 0,              0,                   0,                      ,                   0,                   0
         7802,   65726, 2025-02-11 15:12:00, Search Ads    , Brand Awareness   , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 0,              0,                   0,                      ,                   0,                   0
         3737,   65740, 2025-02-10 00:46:00, Display Ads   , -                 , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
          874,   65740, 2025-02-10 06:07:00, Direct Traffic, -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         2679,   65740, 2025-02-11 09:25:00, Email         , New Product Launch, Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         3879,   65740, 2025-02-11 09:25:00, Email         , Brand Awareness   , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         3606,   65743, 2025-02-10 03:35:00, Social Media  , Retargeting       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         1342,   65743, 2025-02-11 06:51:00, Search Ads    , Discount Offer    , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         6613,   65812, 2025-02-11 14:35:00, Display Ads   , -                 , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         7034,   65812, 2025-02-11 22:49:00, Social Media  , Discount Offer    , Yes       ,             1,               2,                       1,              0,             1,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         6274,   65820, 2025-02-10 04:12:00, Display Ads   , Brand Awareness   , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
          902,   65820, 2025-02-11 07:03:00, Search Ads    , Brand Awareness   , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
         3751,   65820, 2025-02-11 08:01:00, Direct Traffic, -                 , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
         2684,   65832, 2025-02-10 20:35:00, Search Ads    , Winter Sale       , Yes       ,             1,               1,                       2,              1,             0,             2, 0.5                ,                 1,              1,                   2,                   1.0,                   1,                   1
         1711,   65832, 2025-02-11 17:17:00, Direct Traffic, -                 , Yes       ,             1,               2,                       1,              0,             1,             2, 0.5                ,                 1,              1,                   2,                   1.0,                   1,                   1
          375,   65871, 2025-02-11 02:24:00, Referral      , Winter Sale       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         4519,   65871, 2025-02-11 22:24:00, Search Ads    , Retargeting       , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         6188,   65881, 2025-02-10 01:45:00, Display Ads   , Retargeting       , No        ,             0,               1,                       6,              1,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         9640,   65881, 2025-02-10 02:25:00, Display Ads   , Retargeting       , Yes       ,             1,               2,                       5,              0,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         8970,   65881, 2025-02-10 08:33:00, Direct Traffic, -                 , Yes       ,             1,               3,                       4,              0,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         8856,   65881, 2025-02-10 19:51:00, Display Ads   , Discount Offer    , No        ,             0,               4,                       3,              0,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         3850,   65881, 2025-02-11 01:36:00, Search Ads    , Brand Awareness   , Yes       ,             1,               5,                       2,              0,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         1017,   65881, 2025-02-11 08:52:00, Referral      , -                 , Yes       ,             1,               6,                       1,              0,             1,             6, 0.16666666666666666,                 1,              1,                   4,                   2.0,                   1,                   1
         5044,   65922, 2025-02-10 12:39:00, Social Media  , Retargeting       , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         1406,   65922, 2025-02-11 01:42:00, Search Ads    , Brand Awareness   , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         3156,   65922, 2025-02-11 18:47:00, Display Ads   , New Product Launch, No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         8808,   65938, 2025-02-10 20:56:00, Display Ads   , Retargeting       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
          675,   65938, 2025-02-11 06:09:00, Social Media  , Discount Offer    , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
          245,   65966, 2025-02-10 20:56:00, Social Media  , Winter Sale       , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         4558,   65966, 2025-02-10 22:21:00, Social Media  , New Product Launch, Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         8972,   65966, 2025-02-11 06:05:00, Direct Traffic, -                 , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         3999,   65966, 2025-02-11 08:24:00, Display Ads   , Brand Awareness   , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   3,                   1.0,                   1,                   1
         4667,   66008, 2025-02-10 04:10:00, Referral      , Brand Awareness   , Yes       ,             1,               1,                       5,              1,             0,             5, 0.2                ,                 1,              0,                   3,                   1.0,                   1,                   1
         1154,   66008, 2025-02-10 05:01:00, Direct Traffic, -                 , Yes       ,             1,               2,                       4,              0,             0,             5, 0.2                ,                 1,              0,                   3,                   1.0,                   1,                   1
         2936,   66008, 2025-02-10 18:32:00, Social Media  , Winter Sale       , No        ,             0,               3,                       3,              0,             0,             5, 0.2                ,                 1,              0,                   3,                   1.0,                   1,                   1
         2551,   66008, 2025-02-10 23:28:00, Referral      , Winter Sale       , Yes       ,             1,               4,                       2,              0,             0,             5, 0.2                ,                 1,              0,                   3,                   1.0,                   1,                   1
         1221,   66008, 2025-02-10 23:59:00, Email         , Winter Sale       , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 1,              0,                   3,                   1.0,                   1,                   1
         1402,   66042, 2025-02-10 03:33:00, Direct Traffic, -                 , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         3432,   66042, 2025-02-10 22:56:00, Referral      , Winter Sale       , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         4121,   66042, 2025-02-10 23:13:00, Direct Traffic, -                 , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         5025,   66042, 2025-02-11 06:19:00, Social Media  , Brand Awareness   , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   2,                   1.0,                   1,                   1
         8542,   66060, 2025-02-10 11:26:00, Email         , -                 , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         3100,   66060, 2025-02-10 12:13:00, Direct Traffic, -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         1551,   66060, 2025-02-10 23:14:00, Search Ads    , Brand Awareness   , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         3641,   66060, 2025-02-11 20:16:00, Direct Traffic, -                 , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   2,                   3.0,                   1,                   1
         1630,   66115, 2025-02-11 03:26:00, Direct Traffic, -                 , No        ,             0,               1,                       1,              1,             1,             1, 1.0                ,                 0,              0,                   0,                      ,                   0,                   0
         8628,   66139, 2025-02-11 05:26:00, Referral      , Retargeting       , Yes       ,             1,               1,                       2,              1,             0,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         7928,   66139, 2025-02-11 14:51:00, Search Ads    , New Product Launch, No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         5325,   66238, 2025-02-10 14:37:00, Referral      , Discount Offer    , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         6352,   66238, 2025-02-10 19:07:00, Email         , Winter Sale       , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         8619,   66238, 2025-02-10 20:12:00, Search Ads    , Winter Sale       , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         6368,   66286, 2025-02-10 12:02:00, Referral      , New Product Launch, Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         4938,   66319, 2025-02-10 05:09:00, Social Media  , -                 , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         9874,   66319, 2025-02-11 20:54:00, Social Media  , Retargeting       , Yes       ,             1,               2,                       1,              0,             1,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         4961,   66382, 2025-02-10 06:27:00, Display Ads   , Brand Awareness   , Yes       ,             1,               1,                       7,              1,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         7063,   66382, 2025-02-10 11:37:00, Referral      , New Product Launch, No        ,             0,               2,                       6,              0,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         1733,   66382, 2025-02-11 00:29:00, Social Media  , New Product Launch, No        ,             0,               3,                       5,              0,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         3061,   66382, 2025-02-11 01:59:00, Search Ads    , New Product Launch, Yes       ,             1,               4,                       4,              0,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         2883,   66382, 2025-02-11 12:06:00, Email         , Discount Offer    , Yes       ,             1,               5,                       3,              0,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         3426,   66382, 2025-02-11 12:12:00, Email         , Retargeting       , No        ,             0,               6,                       2,              0,             0,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         9704,   66382, 2025-02-11 19:54:00, Email         , Discount Offer    , Yes       ,             1,               7,                       1,              0,             1,             7, 0.14285714285714285,                 1,              1,                   4,                   1.0,                   1,                   1
         2825,   66408, 2025-02-10 17:31:00, Display Ads   , -                 , No        ,             0,               1,                       5,              1,             0,             5, 0.2                ,                 1,              0,                   2,                   2.0,                   1,                   1
         4343,   66408, 2025-02-10 18:11:00, Direct Traffic, -                 , Yes       ,             1,               2,                       4,              0,             0,             5, 0.2                ,                 1,              0,                   2,                   2.0,                   1,                   1
         7584,   66408, 2025-02-11 07:57:00, Search Ads    , Brand Awareness   , No        ,             0,               3,                       3,              0,             0,             5, 0.2                ,                 1,              0,                   2,                   2.0,                   1,                   1
         6706,   66408, 2025-02-11 12:14:00, Display Ads   , Discount Offer    , Yes       ,             1,               4,                       2,              0,             0,             5, 0.2                ,                 1,              0,                   2,                   2.0,                   1,                   1
         9770,   66408, 2025-02-11 14:19:00, Email         , Winter Sale       , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 1,              0,                   2,                   2.0,                   1,                   1
         6593,   66414, 2025-02-10 09:35:00, Direct Traffic, -                 , Yes       ,             1,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         6790,   66414, 2025-02-11 07:41:00, Email         , Winter Sale       , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         7718,   66414, 2025-02-11 14:22:00, Search Ads    , Winter Sale       , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         1228,   66454, 2025-02-10 18:50:00, Referral      , Brand Awareness   , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
         1836,   66454, 2025-02-10 21:17:00, Direct Traffic, -                 , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
         5050,   66454, 2025-02-11 23:46:00, Social Media  , New Product Launch, No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              0,                   1,                   2.0,                   1,                   0
         6934,   66625, 2025-02-10 06:34:00, Referral      , Winter Sale       , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         6272,   66625, 2025-02-10 13:52:00, Referral      , -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         9870,   66625, 2025-02-11 04:30:00, Display Ads   , New Product Launch, Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         5962,   66625, 2025-02-11 14:43:00, Display Ads   , Discount Offer    , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         8409,   66646, 2025-02-11 01:27:00, Referral      , Discount Offer    , No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         1086,   66646, 2025-02-11 17:13:00, Search Ads    , -                 , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         8329,   66646, 2025-02-11 17:46:00, Direct Traffic, -                 , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         2953,   66646, 2025-02-11 19:56:00, Email         , New Product Launch, No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   3.0,                   1,                   0
         1376,   66664, 2025-02-10 17:39:00, Email         , Brand Awareness   , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         6466,   66664, 2025-02-11 03:13:00, Email         , -                 , No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         2946,   66664, 2025-02-11 08:14:00, Social Media  , Discount Offer    , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 0,              0,                   0,                      ,                   0,                   0
         3528,   66748, 2025-02-10 06:21:00, Direct Traffic, -                 , No        ,             0,               1,                       5,              1,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         5877,   66748, 2025-02-10 07:21:00, Direct Traffic, -                 , No        ,             0,               2,                       4,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         2658,   66748, 2025-02-10 13:51:00, Direct Traffic, -                 , Yes       ,             1,               3,                       3,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         4804,   66748, 2025-02-10 23:56:00, Display Ads   , Brand Awareness   , No        ,             0,               4,                       2,              0,             0,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         8930,   66748, 2025-02-11 16:40:00, Direct Traffic, -                 , No        ,             0,               5,                       1,              0,             1,             5, 0.2                ,                 1,              0,                   1,                   3.0,                   1,                   0
         7177,   66758, 2025-02-10 18:08:00, Display Ads   , Retargeting       , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              0,                   1,                   1.0,                   1,                   0
         6308,   66758, 2025-02-10 21:41:00, Display Ads   , Retargeting       , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   1.0,                   1,                   0
         1957,   66758, 2025-02-11 14:22:00, Social Media  , New Product Launch, No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              0,                   1,                   1.0,                   1,                   0
         5060,   66758, 2025-02-11 17:40:00, Referral      , Brand Awareness   , No        ,             0,               4,                       1,              0,             1,             4, 0.25               ,                 1,              0,                   1,                   1.0,                   1,                   0
         3199,   66785, 2025-02-11 05:31:00, Search Ads    , Discount Offer    , Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         9981,   66854, 2025-02-10 20:23:00, Email         , New Product Launch, Yes       ,             1,               1,                       2,              1,             0,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         2463,   66854, 2025-02-11 14:43:00, Social Media  , New Product Launch, No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 1,              0,                   1,                   1.0,                   1,                   0
         9691,   66858, 2025-02-10 19:02:00, Referral      , Winter Sale       , Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         8268,   66863, 2025-02-10 14:42:00, Display Ads   , Brand Awareness   , Yes       ,             1,               1,                       5,              1,             0,             5, 0.2                ,                 1,              1,                   4,                   1.0,                   1,                   1
         4136,   66863, 2025-02-10 20:32:00, Email         , -                 , No        ,             0,               2,                       4,              0,             0,             5, 0.2                ,                 1,              1,                   4,                   1.0,                   1,                   1
         5322,   66863, 2025-02-11 10:56:00, Search Ads    , Retargeting       , Yes       ,             1,               3,                       3,              0,             0,             5, 0.2                ,                 1,              1,                   4,                   1.0,                   1,                   1
         9403,   66863, 2025-02-11 11:33:00, Referral      , New Product Launch, Yes       ,             1,               4,                       2,              0,             0,             5, 0.2                ,                 1,              1,                   4,                   1.0,                   1,                   1
         8301,   66863, 2025-02-11 18:12:00, Referral      , New Product Launch, Yes       ,             1,               5,                       1,              0,             1,             5, 0.2                ,                 1,              1,                   4,                   1.0,                   1,                   1
         5236,   66866, 2025-02-10 01:12:00, Referral      , Winter Sale       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         3214,   66866, 2025-02-10 15:01:00, Search Ads    , Retargeting       , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         7434,   66881, 2025-02-10 01:16:00, Social Media  , Winter Sale       , Yes       ,             1,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         1220,   66881, 2025-02-11 08:31:00, Referral      , -                 , Yes       ,             1,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         2833,   66881, 2025-02-11 18:44:00, Direct Traffic, -                 , No        ,             0,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              0,                   2,                   1.0,                   1,                   1
         9875,   66962, 2025-02-10 10:31:00, Referral      , Retargeting       , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         1315,   66962, 2025-02-10 16:57:00, Display Ads   , Winter Sale       , No        ,             0,               2,                       1,              0,             1,             2, 0.5                ,                 0,              0,                   0,                      ,                   0,                   0
         7108,   66986, 2025-02-10 15:46:00, Email         , Discount Offer    , No        ,             0,               1,                       6,              1,             0,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         9954,   66986, 2025-02-10 21:30:00, Search Ads    , Discount Offer    , No        ,             0,               2,                       5,              0,             0,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         1034,   66986, 2025-02-11 15:27:00, Email         , Brand Awareness   , Yes       ,             1,               3,                       4,              0,             0,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         1362,   66986, 2025-02-11 22:47:00, Search Ads    , Retargeting       , Yes       ,             1,               4,                       3,              0,             0,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         5246,   66986, 2025-02-11 23:21:00, Direct Traffic, -                 , No        ,             0,               5,                       2,              0,             0,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         7986,   66986, 2025-02-11 23:55:00, Referral      , -                 , Yes       ,             1,               6,                       1,              0,             1,             6, 0.16666666666666666,                 1,              1,                   3,                   3.0,                   1,                   1
         3225,   67005, 2025-02-11 01:52:00, Social Media  , Brand Awareness   , Yes       ,             1,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   4,                   1.0,                   1,                   1
         9707,   67005, 2025-02-11 03:49:00, Social Media  , Winter Sale       , Yes       ,             1,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   4,                   1.0,                   1,                   1
         5280,   67005, 2025-02-11 10:16:00, Email         , Brand Awareness   , Yes       ,             1,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   4,                   1.0,                   1,                   1
         8858,   67005, 2025-02-11 15:46:00, Search Ads    , Retargeting       , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   4,                   1.0,                   1,                   1
         3250,   67051, 2025-02-10 23:47:00, Email         , Winter Sale       , Yes       ,             1,               1,                       1,              1,             1,             1, 1.0                ,                 1,              1,                   1,                   1.0,                   0,                   0
         2381,   67074, 2025-02-10 07:14:00, Referral      , New Product Launch, No        ,             0,               1,                       4,              1,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         5368,   67074, 2025-02-10 08:27:00, Email         , Winter Sale       , No        ,             0,               2,                       3,              0,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         7935,   67074, 2025-02-10 20:20:00, Direct Traffic, -                 , No        ,             0,               3,                       2,              0,             0,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         2337,   67074, 2025-02-11 03:51:00, Search Ads    , -                 , Yes       ,             1,               4,                       1,              0,             1,             4, 0.25               ,                 1,              1,                   1,                   4.0,                   0,                   0
         3487,   67155, 2025-02-10 06:13:00, Direct Traffic, -                 , No        ,             0,               1,                       3,              1,             0,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
         4470,   67155, 2025-02-10 07:07:00, Referral      , New Product Launch, No        ,             0,               2,                       2,              0,             0,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
         1979,   67155, 2025-02-11 23:40:00, Referral      , Winter Sale       , Yes       ,             1,               3,                       1,              0,             1,             3, 0.3333333333333333 ,                 1,              1,                   1,                   3.0,                   0,                   0
          201,   67175, 2025-02-10 13:06:00, Referral      , Brand Awareness   , No        ,             0,               1,                       2,              1,             0,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         3417,   67175, 2025-02-10 19:24:00, Display Ads   , Winter Sale       , Yes       ,             1,               2,                       1,              0,             1,             2, 0.5                ,                 1,              1,                   1,                   2.0,                   0,                   0
         7212,   67211, 2025-02-10 14:53:00, Email         , New Product Launch, Yes       ,             1,               1,                       6,              1,             0,             6, 0.16666666666666666,                 1,              1,                   4,                   1.0,                   1,                   1
