user_id,n_touchpoints,channel_sequence,first_touch_channel,first_touch_campaign,last_touch_channel,last_touch_campaign,converted_any_yes,last_touch_yes,n_conversion_events,first_conversion_rank,any_yes_before_last,multiple_yes_events,journey_start,journey_end,all_campaigns_ordered
44877,2,Search Ads -> Direct Traffic,Search Ads,Brand Awareness,Direct Traffic,-,1,0,1,1.0,1,0,2025-02-10 13:49:00,2025-02-10 16:44:00,"Brand Awareness, -"
44882,4,Social Media -> Email -> Search Ads -> Search Ads,Social Media,Winter Sale,Search Ads,Winter Sale,1,0,1,3.0,1,0,2025-02-10 09:51:00,2025-02-10 23:32:00,"Winter Sale, Retargeting, Brand Awareness, Winter Sale"
44982,5,Direct Traffic -> Email -> Display Ads -> Display Ads -> Email,Direct Traffic,-,Email,Brand Awareness,1,0,4,1.0,1,1,2025-02-10 03:09:00,2025-02-11 16:40:00,"-, Winter Sale, -, Retargeting, Brand Awareness"
44987,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,Brand Awareness,1,0,1,1.0,1,0,2025-02-11 22:12:00,2025-02-11 22:45:00,"-, Brand Awareness"
44991,2,Search Ads -> Social Media,Search Ads,Brand Awareness,Social Media,-,1,0,1,1.0,1,0,2025-02-11 03:11:00,2025-02-11 10:24:00,"Brand Awareness, -"
44994,4,Search Ads -> Social Media -> Referral -> Display Ads,Search Ads,New Product Launch,Display Ads,-,1,0,3,1.0,1,1,2025-02-10 11:50:00,2025-02-11 16:11:00,"New Product Launch, Winter Sale, Discount Offer, -"
45053,3,Social Media -> Email -> Email,Social Media,New Product Launch,Email,Retargeting,1,0,1,1.0,1,0,2025-02-10 02:40:00,2025-02-11 13:47:00,"New Product Launch, Winter Sale, Retargeting"
45058,4,Social Media -> Direct Traffic -> Referral -> Email,Social Media,New Product Launch,Email,New Product Launch,1,0,2,1.0,1,1,2025-02-10 19:27:00,2025-02-11 01:30:00,"New Product Launch, -, Brand Awareness, New Product Launch"
45148,2,Social Media -> Display Ads,Social Media,Brand Awareness,Display Ads,New Product Launch,0,0,0,,0,0,2025-02-10 05:54:00,2025-02-10 07:17:00,"Brand Awareness, New Product Launch"
45183,1,Display Ads,Display Ads,-,Display Ads,-,1,1,1,1.0,0,0,2025-02-11 06:24:00,2025-02-11 06:24:00,-
45192,1,Referral,Referral,New Product Launch,Referral,New Product Launch,0,0,0,,0,0,2025-02-10 01:25:00,2025-02-10 01:25:00,New Product Launch
45202,2,Direct Traffic -> Referral,Direct Traffic,-,Referral,Retargeting,1,0,1,1.0,1,0,2025-02-10 01:04:00,2025-02-10 23:43:00,"-, Retargeting"
45208,2,Search Ads -> Display Ads,Search Ads,Brand Awareness,Display Ads,Retargeting,1,1,2,1.0,1,1,2025-02-10 06:47:00,2025-02-10 22:37:00,"Brand Awareness, Retargeting"
45218,5,Referral -> Search Ads -> Email -> Direct Traffic -> Referral,Referral,Winter Sale,Referral,New Product Launch,1,0,2,2.0,1,1,2025-02-10 00:50:00,2025-02-11 21:11:00,"Winter Sale, Retargeting, Brand Awareness, -, New Product Launch"
45297,2,Referral -> Social Media,Referral,-,Social Media,Retargeting,0,0,0,,0,0,2025-02-10 09:55:00,2025-02-11 00:41:00,"-, Retargeting"
45310,3,Referral -> Display Ads -> Display Ads,Referral,Winter Sale,Display Ads,Discount Offer,1,0,1,1.0,1,0,2025-02-10 12:13:00,2025-02-10 19:31:00,"Winter Sale, Discount Offer, Discount Offer"
45315,4,Referral -> Email -> Display Ads -> Referral,Referral,Winter Sale,Referral,-,1,1,3,2.0,1,1,2025-02-10 00:51:00,2025-02-11 21:54:00,"Winter Sale, Winter Sale, New Product Launch, -"
45340,7,Direct Traffic -> Email -> Referral -> Display Ads -> Direct Traffic -> Referral -> Social Media,Direct Traffic,-,Social Media,Retargeting,1,1,4,2.0,1,1,2025-02-10 08:02:00,2025-02-11 15:51:00,"-, Retargeting, Retargeting, Winter Sale, -, New Product Launch, Retargeting"
45368,2,Direct Traffic -> Social Media,Direct Traffic,-,Social Media,Winter Sale,0,0,0,,0,0,2025-02-10 08:20:00,2025-02-11 19:15:00,"-, Winter Sale"
45415,6,Direct Traffic -> Display Ads -> Display Ads -> Direct Traffic -> Referral -> Search Ads,Direct Traffic,-,Search Ads,New Product Launch,1,1,3,4.0,1,1,2025-02-10 08:11:00,2025-02-11 10:43:00,"-, Retargeting, New Product Launch, -, Brand Awareness, New Product Launch"
45426,1,Search Ads,Search Ads,Brand Awareness,Search Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 15:01:00,2025-02-10 15:01:00,Brand Awareness
45476,6,Referral -> Display Ads -> Referral -> Email -> Referral -> Display Ads,Referral,Discount Offer,Display Ads,Winter Sale,1,0,4,1.0,1,1,2025-02-10 04:05:00,2025-02-11 14:15:00,"Discount Offer, Winter Sale, New Product Launch, New Product Launch, Retargeting, Winter Sale"
45477,1,Display Ads,Display Ads,Brand Awareness,Display Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 15:57:00,2025-02-10 15:57:00,Brand Awareness
45564,4,Email -> Search Ads -> Display Ads -> Email,Email,Brand Awareness,Email,Discount Offer,1,1,4,1.0,1,1,2025-02-10 01:08:00,2025-02-11 02:17:00,"Brand Awareness, Brand Awareness, Winter Sale, Discount Offer"
45571,4,Display Ads -> Search Ads -> Social Media -> Referral,Display Ads,Discount Offer,Referral,New Product Launch,1,0,1,2.0,1,0,2025-02-10 10:15:00,2025-02-10 13:44:00,"Discount Offer, Discount Offer, Brand Awareness, New Product Launch"
45575,3,Referral -> Search Ads -> Display Ads,Referral,New Product Launch,Display Ads,-,1,0,2,1.0,1,1,2025-02-10 06:18:00,2025-02-11 15:08:00,"New Product Launch, -, -"
45608,1,Display Ads,Display Ads,Discount Offer,Display Ads,Discount Offer,1,1,1,1.0,0,0,2025-02-10 19:40:00,2025-02-10 19:40:00,Discount Offer
45622,4,Referral -> Direct Traffic -> Email -> Social Media,Referral,Discount Offer,Social Media,New Product Launch,1,1,3,1.0,1,1,2025-02-10 07:08:00,2025-02-11 18:43:00,"Discount Offer, -, Brand Awareness, New Product Launch"
45652,5,Social Media -> Referral -> Email -> Social Media -> Email,Social Media,Winter Sale,Email,Brand Awareness,1,0,1,1.0,1,0,2025-02-10 03:19:00,2025-02-11 09:55:00,"Winter Sale, Retargeting, -, New Product Launch, Brand Awareness"
45681,4,Referral -> Display Ads -> Social Media -> Direct Traffic,Referral,Retargeting,Direct Traffic,-,1,1,2,3.0,1,1,2025-02-10 02:08:00,2025-02-11 10:02:00,"Retargeting, Discount Offer, Brand Awareness, -"
45750,3,Display Ads -> Display Ads -> Direct Traffic,Display Ads,Brand Awareness,Direct Traffic,-,1,0,2,1.0,1,1,2025-02-10 10:13:00,2025-02-11 13:08:00,"Brand Awareness, New Product Launch, -"
45758,2,Search Ads -> Email,Search Ads,Retargeting,Email,Discount Offer,1,1,2,1.0,1,1,2025-02-10 01:44:00,2025-02-11 21:47:00,"Retargeting, Discount Offer"
45796,2,Direct Traffic -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-10 01:05:00,2025-02-11 17:51:00,"-, -"
45812,5,Search Ads -> Direct Traffic -> Social Media -> Display Ads -> Search Ads,Search Ads,Discount Offer,Search Ads,-,1,1,3,1.0,1,1,2025-02-10 13:48:00,2025-02-11 12:25:00,"Discount Offer, -, New Product Launch, Retargeting, -"
45832,4,Display Ads -> Referral -> Referral -> Search Ads,Display Ads,Winter Sale,Search Ads,Discount Offer,1,0,2,1.0,1,1,2025-02-10 10:15:00,2025-02-11 22:19:00,"Winter Sale, Brand Awareness, Winter Sale, Discount Offer"
45845,3,Search Ads -> Search Ads -> Display Ads,Search Ads,New Product Launch,Display Ads,New Product Launch,1,1,2,1.0,1,1,2025-02-10 20:04:00,2025-02-11 14:27:00,"New Product Launch, Retargeting, New Product Launch"
45866,3,Social Media -> Direct Traffic -> Search Ads,Social Media,-,Search Ads,-,1,1,1,3.0,0,0,2025-02-10 23:30:00,2025-02-11 17:06:00,"-, -, -"
45892,4,Social Media -> Search Ads -> Social Media -> Social Media,Social Media,Winter Sale,Social Media,Retargeting,1,1,1,4.0,0,0,2025-02-10 01:32:00,2025-02-11 22:08:00,"Winter Sale, Brand Awareness, Discount Offer, Retargeting"
45927,4,Search Ads -> Email -> Referral -> Search Ads,Search Ads,Brand Awareness,Search Ads,Discount Offer,1,0,2,1.0,1,1,2025-02-10 09:01:00,2025-02-11 16:06:00,"Brand Awareness, Retargeting, Discount Offer, Discount Offer"
45959,4,Email -> Email -> Referral -> Social Media,Email,-,Social Media,Winter Sale,1,0,2,2.0,1,1,2025-02-10 16:15:00,2025-02-11 20:43:00,"-, Retargeting, New Product Launch, Winter Sale"
45964,5,Search Ads -> Social Media -> Display Ads -> Referral -> Email,Search Ads,Brand Awareness,Email,Winter Sale,1,1,3,2.0,1,1,2025-02-10 11:02:00,2025-02-11 18:54:00,"Brand Awareness, Retargeting, Discount Offer, Discount Offer, Winter Sale"
45981,5,Direct Traffic -> Email -> Direct Traffic -> Social Media -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,0,1,4.0,1,0,2025-02-10 11:12:00,2025-02-11 21:47:00,"-, Winter Sale, -, Retargeting, -"
46014,3,Referral -> Social Media -> Display Ads,Referral,Winter Sale,Display Ads,Winter Sale,0,0,0,,0,0,2025-02-10 14:32:00,2025-02-11 06:48:00,"Winter Sale, Retargeting, Winter Sale"
46050,4,Referral -> Referral -> Search Ads -> Social Media,Referral,Winter Sale,Social Media,-,1,0,3,1.0,1,1,2025-02-10 15:37:00,2025-02-11 22:18:00,"Winter Sale, Retargeting, New Product Launch, -"
46055,4,Direct Traffic -> Search Ads -> Search Ads -> Display Ads,Direct Traffic,-,Display Ads,-,1,1,2,1.0,1,1,2025-02-10 01:19:00,2025-02-11 23:05:00,"-, -, Winter Sale, -"
46058,2,Social Media -> Direct Traffic,Social Media,-,Direct Traffic,-,0,0,0,,0,0,2025-02-10 00:13:00,2025-02-10 23:24:00,"-, -"
46070,2,Search Ads -> Display Ads,Search Ads,Brand Awareness,Display Ads,Winter Sale,1,1,1,2.0,0,0,2025-02-11 01:30:00,2025-02-11 18:49:00,"Brand Awareness, Winter Sale"
46179,4,Social Media -> Display Ads -> Display Ads -> Display Ads,Social Media,Discount Offer,Display Ads,Brand Awareness,1,0,1,3.0,1,0,2025-02-10 00:29:00,2025-02-10 19:37:00,"Discount Offer, Discount Offer, Brand Awareness, Brand Awareness"
46180,1,Social Media,Social Media,Brand Awareness,Social Media,Brand Awareness,1,1,1,1.0,0,0,2025-02-10 02:04:00,2025-02-10 02:04:00,Brand Awareness
46210,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,1,1,1.0,0,0,2025-02-10 06:47:00,2025-02-10 06:47:00,-
46221,8,Display Ads -> Social Media -> Display Ads -> Social Media -> Direct Traffic -> Search Ads -> Referral -> Display Ads,Display Ads,Retargeting,Display Ads,Retargeting,1,0,3,2.0,1,1,2025-02-10 00:01:00,2025-02-11 21:12:00,"Retargeting, Brand Awareness, Retargeting, -, -, Winter Sale, Brand Awareness, Retargeting"
46268,1,Email,Email,Winter Sale,Email,Winter Sale,1,1,1,1.0,0,0,2025-02-11 02:33:00,2025-02-11 02:33:00,Winter Sale
46321,1,Display Ads,Display Ads,Winter Sale,Display Ads,Winter Sale,0,0,0,,0,0,2025-02-10 08:40:00,2025-02-10 08:40:00,Winter Sale
46334,4,Direct Traffic -> Email -> Search Ads -> Email,Direct Traffic,-,Email,New Product Launch,1,1,1,4.0,0,0,2025-02-10 06:50:00,2025-02-11 13:22:00,"-, Brand Awareness, Retargeting, New Product Launch"
46342,3,Direct Traffic -> Direct Traffic -> Display Ads,Direct Traffic,-,Display Ads,Discount Offer,1,1,2,2.0,1,1,2025-02-10 00:34:00,2025-02-11 11:44:00,"-, -, Discount Offer"
46364,2,Referral -> Social Media,Referral,New Product Launch,Social Media,Winter Sale,1,1,2,1.0,1,1,2025-02-11 01:36:00,2025-02-11 17:28:00,"New Product Launch, Winter Sale"
46373,4,Display Ads -> Display Ads -> Search Ads -> Social Media,Display Ads,-,Social Media,-,1,0,2,2.0,1,1,2025-02-10 08:55:00,2025-02-11 23:38:00,"-, Discount Offer, Discount Offer, -"
46428,1,Social Media,Social Media,Winter Sale,Social Media,Winter Sale,0,0,0,,0,0,2025-02-11 08:49:00,2025-02-11 08:49:00,Winter Sale
46438,1,Social Media,Social Media,New Product Launch,Social Media,New Product Launch,0,0,0,,0,0,2025-02-10 13:57:00,2025-02-10 13:57:00,New Product Launch
46442,7,Search Ads -> Social Media -> Social Media -> Search Ads -> Direct Traffic -> Referral -> Display Ads,Search Ads,Discount Offer,Display Ads,Retargeting,1,1,3,1.0,1,1,2025-02-10 00:55:00,2025-02-11 18:45:00,"Discount Offer, New Product Launch, -, -, -, -, Retargeting"
46487,3,Direct Traffic -> Direct Traffic -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,0,2,1.0,1,1,2025-02-11 08:27:00,2025-02-11 12:47:00,"-, -, -"
46491,5,Display Ads -> Referral -> Direct Traffic -> Search Ads -> Email,Display Ads,Discount Offer,Email,Discount Offer,1,1,3,1.0,1,1,2025-02-10 00:08:00,2025-02-11 18:14:00,"Discount Offer, Brand Awareness, -, Winter Sale, Discount Offer"
46506,3,Display Ads -> Search Ads -> Direct Traffic,Display Ads,New Product Launch,Direct Traffic,-,1,0,2,1.0,1,1,2025-02-10 02:12:00,2025-02-11 15:57:00,"New Product Launch, Discount Offer, -"
46555,3,Email -> Search Ads -> Social Media,Email,-,Social Media,New Product Launch,1,1,3,1.0,1,1,2025-02-10 03:15:00,2025-02-11 05:00:00,"-, Retargeting, New Product Launch"
46592,5,Referral -> Display Ads -> Search Ads -> Social Media -> Direct Traffic,Referral,Discount Offer,Direct Traffic,-,1,0,3,2.0,1,1,2025-02-10 04:57:00,2025-02-11 18:25:00,"Discount Offer, Brand Awareness, Winter Sale, -, -"
46598,3,Display Ads -> Direct Traffic -> Display Ads,Display Ads,Winter Sale,Display Ads,Brand Awareness,1,1,2,1.0,1,1,2025-02-10 02:03:00,2025-02-11 18:32:00,"Winter Sale, -, Brand Awareness"
46618,2,Display Ads -> Social Media,Display Ads,-,Social Media,Winter Sale,1,0,1,1.0,1,0,2025-02-11 00:22:00,2025-02-11 19:45:00,"-, Winter Sale"
46658,2,Email -> Display Ads,Email,-,Display Ads,-,1,1,2,1.0,1,1,2025-02-10 20:10:00,2025-02-11 18:55:00,"-, -"
46662,6,Direct Traffic -> Display Ads -> Social Media -> Email -> Email -> Referral,Direct Traffic,-,Referral,New Product Launch,1,0,4,2.0,1,1,2025-02-10 03:15:00,2025-02-11 20:06:00,"-, -, Brand Awareness, Retargeting, New Product Launch, New Product Launch"
46667,6,Referral -> Email -> Search Ads -> Search Ads -> Direct Traffic -> Referral,Referral,Brand Awareness,Referral,Brand Awareness,1,0,4,1.0,1,1,2025-02-10 06:38:00,2025-02-11 20:56:00,"Brand Awareness, Brand Awareness, Retargeting, Winter Sale, -, Brand Awareness"
46738,2,Referral -> Email,Referral,Discount Offer,Email,-,1,1,2,1.0,1,1,2025-02-10 02:05:00,2025-02-11 03:44:00,"Discount Offer, -"
46768,2,Email -> Search Ads,Email,Brand Awareness,Search Ads,New Product Launch,1,1,2,1.0,1,1,2025-02-11 00:50:00,2025-02-11 13:13:00,"Brand Awareness, New Product Launch"
46827,2,Email -> Direct Traffic,Email,Discount Offer,Direct Traffic,-,1,0,1,1.0,1,0,2025-02-11 07:25:00,2025-02-11 08:24:00,"Discount Offer, -"
46862,1,Email,Email,Winter Sale,Email,Winter Sale,1,1,1,1.0,0,0,2025-02-10 01:14:00,2025-02-10 01:14:00,Winter Sale
46911,4,Search Ads -> Search Ads -> Search Ads -> Display Ads,Search Ads,Discount Offer,Display Ads,-,1,0,2,2.0,1,1,2025-02-10 00:53:00,2025-02-11 14:54:00,"Discount Offer, Discount Offer, Brand Awareness, -"
46918,6,Email -> Direct Traffic -> Email -> Referral -> Display Ads -> Direct Traffic,Email,-,Direct Traffic,-,1,0,3,1.0,1,1,2025-02-10 00:40:00,2025-02-11 02:58:00,"-, -, Retargeting, Retargeting, -, -"
46924,2,Email -> Social Media,Email,Discount Offer,Social Media,-,1,0,1,1.0,1,0,2025-02-11 01:16:00,2025-02-11 10:06:00,"Discount Offer, -"
46954,6,Direct Traffic -> Referral -> Email -> Display Ads -> Email -> Referral,Direct Traffic,-,Referral,Winter Sale,1,0,3,2.0,1,1,2025-02-10 04:45:00,2025-02-11 12:13:00,"-, Winter Sale, Discount Offer, Winter Sale, New Product Launch, Winter Sale"
46977,4,Search Ads -> Referral -> Email -> Referral,Search Ads,New Product Launch,Referral,Brand Awareness,1,1,2,2.0,1,1,2025-02-11 03:53:00,2025-02-11 19:07:00,"New Product Launch, Brand Awareness, -, Brand Awareness"
46988,11,Search Ads -> Direct Traffic -> Direct Traffic -> Direct Traffic -> Search Ads -> Direct Traffic -> Referral -> Social Media -> Email -> Referral -> Social Media,Search Ads,Winter Sale,Social Media,Discount Offer,1,0,4,1.0,1,1,2025-02-10 06:10:00,2025-02-11 23:54:00,"Winter Sale, -, -, -, New Product Launch, -, New Product Launch, New Product Launch, Discount Offer, Brand Awareness, Discount Offer"
47060,2,Referral -> Display Ads,Referral,Brand Awareness,Display Ads,Retargeting,1,1,2,1.0,1,1,2025-02-10 09:34:00,2025-02-10 12:59:00,"Brand Awareness, Retargeting"
47085,2,Search Ads -> Direct Traffic,Search Ads,Retargeting,Direct Traffic,-,1,1,2,1.0,1,1,2025-02-10 05:30:00,2025-02-11 05:56:00,"Retargeting, -"
47094,2,Email -> Search Ads,Email,Winter Sale,Search Ads,Discount Offer,1,0,1,1.0,1,0,2025-02-10 15:36:00,2025-02-11 08:24:00,"Winter Sale, Discount Offer"
47151,5,Email -> Search Ads -> Search Ads -> Direct Traffic -> Social Media,Email,New Product Launch,Social Media,New Product Launch,1,1,2,2.0,1,1,2025-02-10 02:31:00,2025-02-11 18:20:00,"New Product Launch, New Product Launch, Retargeting, -, New Product Launch"
47152,3,Social Media -> Social Media -> Email,Social Media,New Product Launch,Email,Brand Awareness,1,0,1,2.0,1,0,2025-02-10 13:49:00,2025-02-11 20:01:00,"New Product Launch, New Product Launch, Brand Awareness"
47174,5,Email -> Display Ads -> Email -> Social Media -> Referral,Email,Retargeting,Referral,Brand Awareness,1,1,1,5.0,0,0,2025-02-10 04:55:00,2025-02-11 14:39:00,"Retargeting, Retargeting, Winter Sale, Discount Offer, Brand Awareness"
47202,5,Direct Traffic -> Direct Traffic -> Referral -> Email -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,1,1,5.0,0,0,2025-02-10 04:21:00,2025-02-11 20:48:00,"-, -, Brand Awareness, Winter Sale, -"
47206,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,0,0,0,,0,0,2025-02-10 19:36:00,2025-02-10 19:36:00,-
47236,2,Direct Traffic -> Email,Direct Traffic,-,Email,Winter Sale,0,0,0,,0,0,2025-02-11 19:13:00,2025-02-11 23:07:00,"-, Winter Sale"
47302,5,Display Ads -> Search Ads -> Email -> Search Ads -> Referral,Display Ads,Retargeting,Referral,Winter Sale,1,0,4,1.0,1,1,2025-02-10 06:54:00,2025-02-11 22:56:00,"Retargeting, Brand Awareness, Discount Offer, Winter Sale, Winter Sale"
47339,4,Display Ads -> Display Ads -> Direct Traffic -> Display Ads,Display Ads,Winter Sale,Display Ads,Retargeting,1,0,3,1.0,1,1,2025-02-10 08:29:00,2025-02-11 17:05:00,"Winter Sale, Retargeting, -, Retargeting"
47391,5,Direct Traffic -> Search Ads -> Direct Traffic -> Direct Traffic -> Referral,Direct Traffic,-,Referral,-,1,1,3,1.0,1,1,2025-02-11 01:03:00,2025-02-11 20:59:00,"-, Retargeting, -, -, -"
47452,4,Display Ads -> Email -> Referral -> Social Media,Display Ads,-,Social Media,Brand Awareness,0,0,0,,0,0,2025-02-10 06:57:00,2025-02-11 19:37:00,"-, Winter Sale, -, Brand Awareness"
47473,2,Display Ads -> Email,Display Ads,Winter Sale,Email,-,1,0,1,1.0,1,0,2025-02-10 19:37:00,2025-02-11 22:22:00,"Winter Sale, -"
47509,8,Email -> Display Ads -> Email -> Search Ads -> Social Media -> Search Ads -> Referral -> Display Ads,Email,Retargeting,Display Ads,New Product Launch,1,1,5,2.0,1,1,2025-02-10 02:01:00,2025-02-11 11:07:00,"Retargeting, Winter Sale, Brand Awareness, Winter Sale, New Product Launch, Retargeting, -, New Product Launch"
47511,3,Referral -> Display Ads -> Referral,Referral,Retargeting,Referral,Discount Offer,1,1,1,3.0,0,0,2025-02-10 08:49:00,2025-02-11 16:59:00,"Retargeting, Winter Sale, Discount Offer"
47566,2,Display Ads -> Search Ads,Display Ads,Retargeting,Search Ads,Retargeting,1,1,1,2.0,0,0,2025-02-10 10:09:00,2025-02-11 18:20:00,"Retargeting, Retargeting"
47595,4,Display Ads -> Search Ads -> Search Ads -> Referral,Display Ads,-,Referral,Retargeting,1,0,2,1.0,1,1,2025-02-10 17:00:00,2025-02-11 22:22:00,"-, Winter Sale, -, Retargeting"
47631,2,Email -> Email,Email,New Product Launch,Email,Discount Offer,1,1,2,1.0,1,1,2025-02-10 01:35:00,2025-02-11 09:48:00,"New Product Launch, Discount Offer"
47675,2,Direct Traffic -> Social Media,Direct Traffic,-,Social Media,-,1,1,2,1.0,1,1,2025-02-10 03:16:00,2025-02-11 15:41:00,"-, -"
47695,2,Referral -> Direct Traffic,Referral,Discount Offer,Direct Traffic,-,0,0,0,,0,0,2025-02-11 10:23:00,2025-02-11 23:33:00,"Discount Offer, -"
47709,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 06:10:00,2025-02-10 21:27:00,"-, Brand Awareness"
47735,8,Referral -> Display Ads -> Referral -> Social Media -> Email -> Direct Traffic -> Direct Traffic -> Display Ads,Referral,Brand Awareness,Display Ads,New Product Launch,1,1,6,1.0,1,1,2025-02-10 05:21:00,2025-02-11 20:43:00,"Brand Awareness, Discount Offer, Discount Offer, Retargeting, Brand Awareness, -, -, New Product Launch"
47740,8,Direct Traffic -> Social Media -> Referral -> Email -> Direct Traffic -> Direct Traffic -> Referral -> Referral,Direct Traffic,-,Referral,Winter Sale,1,0,6,2.0,1,1,2025-02-10 09:18:00,2025-02-11 23:37:00,"-, New Product Launch, -, New Product Launch, -, -, -, Winter Sale"
47775,4,Social Media -> Referral -> Social Media -> Direct Traffic,Social Media,-,Direct Traffic,-,1,1,1,4.0,0,0,2025-02-10 10:27:00,2025-02-11 13:27:00,"-, -, Retargeting, -"
47781,2,Direct Traffic -> Email,Direct Traffic,-,Email,Brand Awareness,1,1,2,1.0,1,1,2025-02-10 03:03:00,2025-02-10 20:42:00,"-, Brand Awareness"
47785,2,Email -> Email,Email,Brand Awareness,Email,Discount Offer,1,1,1,2.0,0,0,2025-02-10 15:05:00,2025-02-11 09:13:00,"Brand Awareness, Discount Offer"
47795,4,Search Ads -> Direct Traffic -> Display Ads -> Social Media,Search Ads,Winter Sale,Social Media,Winter Sale,1,0,1,2.0,1,0,2025-02-10 02:04:00,2025-02-11 14:49:00,"Winter Sale, -, New Product Launch, Winter Sale"
47829,3,Social Media -> Referral -> Display Ads,Social Media,Brand Awareness,Display Ads,Discount Offer,1,1,3,1.0,1,1,2025-02-10 16:10:00,2025-02-11 10:12:00,"Brand Awareness, New Product Launch, Discount Offer"
47957,4,Search Ads -> Email -> Search Ads -> Direct Traffic,Search Ads,New Product Launch,Direct Traffic,-,1,0,2,2.0,1,1,2025-02-10 00:30:00,2025-02-11 12:08:00,"New Product Launch, New Product Launch, Discount Offer, -"
48080,3,Direct Traffic -> Email -> Display Ads,Direct Traffic,-,Display Ads,Brand Awareness,0,0,0,,0,0,2025-02-10 00:01:00,2025-02-11 22:22:00,"-, Retargeting, Brand Awareness"
48088,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,0,0,0,,0,0,2025-02-11 21:41:00,2025-02-11 21:41:00,-
48089,6,Referral -> Referral -> Search Ads -> Display Ads -> Direct Traffic -> Search Ads,Referral,Winter Sale,Search Ads,New Product Launch,1,0,3,2.0,1,1,2025-02-10 00:50:00,2025-02-11 17:25:00,"Winter Sale, Brand Awareness, Winter Sale, Retargeting, -, New Product Launch"
48097,1,Search Ads,Search Ads,New Product Launch,Search Ads,New Product Launch,0,0,0,,0,0,2025-02-10 22:02:00,2025-02-10 22:02:00,New Product Launch
48099,11,Direct Traffic -> Direct Traffic -> Social Media -> Email -> Email -> Display Ads -> Search Ads -> Search Ads -> Display Ads -> Display Ads -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,1,0,6,2.0,1,1,2025-02-10 02:50:00,2025-02-11 19:38:00,"-, -, Retargeting, New Product Launch, Brand Awareness, Winter Sale, Winter Sale, Retargeting, Retargeting, Retargeting, -"
48115,4,Direct Traffic -> Search Ads -> Search Ads -> Display Ads,Direct Traffic,-,Display Ads,Discount Offer,1,0,3,1.0,1,1,2025-02-10 06:59:00,2025-02-11 22:11:00,"-, New Product Launch, Winter Sale, Discount Offer"
48237,4,Search Ads -> Search Ads -> Referral -> Referral,Search Ads,Brand Awareness,Referral,-,1,1,2,2.0,1,1,2025-02-10 00:08:00,2025-02-11 21:19:00,"Brand Awareness, -, Brand Awareness, -"
48298,4,Display Ads -> Direct Traffic -> Social Media -> Direct Traffic,Display Ads,Retargeting,Direct Traffic,-,1,1,3,1.0,1,1,2025-02-10 05:55:00,2025-02-11 23:23:00,"Retargeting, -, Discount Offer, -"
48324,1,Display Ads,Display Ads,New Product Launch,Display Ads,New Product Launch,1,1,1,1.0,0,0,2025-02-10 16:53:00,2025-02-10 16:53:00,New Product Launch
48330,5,Social Media -> Email -> Search Ads -> Email -> Referral,Social Media,Winter Sale,Referral,-,1,1,5,1.0,1,1,2025-02-10 09:05:00,2025-02-11 08:57:00,"Winter Sale, Discount Offer, Discount Offer, Winter Sale, -"
48404,6,Display Ads -> Search Ads -> Email -> Email -> Social Media -> Social Media,Display Ads,Retargeting,Social Media,Brand Awareness,1,0,3,1.0,1,1,2025-02-10 07:23:00,2025-02-11 22:45:00,"Retargeting, Discount Offer, Retargeting, New Product Launch, Discount Offer, Brand Awareness"
48493,3,Referral -> Email -> Email,Referral,Brand Awareness,Email,New Product Launch,1,0,1,2.0,1,0,2025-02-10 14:59:00,2025-02-11 07:21:00,"Brand Awareness, Winter Sale, New Product Launch"
48574,3,Display Ads -> Social Media -> Social Media,Display Ads,Winter Sale,Social Media,Retargeting,1,0,1,1.0,1,0,2025-02-10 01:25:00,2025-02-11 13:39:00,"Winter Sale, Brand Awareness, Retargeting"
48639,5,Search Ads -> Referral -> Direct Traffic -> Social Media -> Email,Search Ads,-,Email,New Product Launch,1,1,2,2.0,1,1,2025-02-10 14:20:00,2025-02-11 23:22:00,"-, New Product Launch, -, Winter Sale, New Product Launch"
48649,4,Email -> Search Ads -> Social Media -> Social Media,Email,Retargeting,Social Media,Discount Offer,1,0,1,1.0,1,0,2025-02-10 12:35:00,2025-02-11 14:08:00,"Retargeting, New Product Launch, Brand Awareness, Discount Offer"
48654,3,Social Media -> Social Media -> Referral,Social Media,-,Referral,New Product Launch,0,0,0,,0,0,2025-02-10 12:23:00,2025-02-11 10:51:00,"-, New Product Launch, New Product Launch"
48700,2,Search Ads -> Social Media,Search Ads,Discount Offer,Social Media,Winter Sale,0,0,0,,0,0,2025-02-11 00:17:00,2025-02-11 20:31:00,"Discount Offer, Winter Sale"
